name,scholarid
Alexandre P. de Carvalho,axlvTZoAAAAJ
Alexandre Paulo Francisco,hJ_H818AAAAJ
Alexandre Plastino,axlvTZoAAAAJ
Alexandre Salles da Cunha,NOSCHOLARPAGE
Alexandre Sedoglavic,NOSCHOLARPAGE
Alexandre Vasconcelos,uTLN0mUAAAAJ
Alexandre X. Falcão,NOSCHOLARPAGE
Alexandre Xavier Falcão,NOSCHOLARPAGE
Alexandre d'Aspremont,JEEwSlQAAAAJ
Alexandre de Morais Amory,UgvODPkAAAAJ
Alexandros Daglis,Mm-dHpMAAAAJ
Alexandros Eleftheriadis,NOSCHOLARPAGE
Alexandros G. Dimakis,JSFmVQEAAAAJ
Alexandros Kapravelos,wW03D_AAAAAJ
Alexandros Labrinidis,UR4eDW4AAAAJ
Alexandros Potamianos,pBQViyUAAAAJ
Alexandros Stamatakis,WbMNvJwAAAAJ
Alexandros V. Gerbessiotis,NOSCHOLARPAGE
Alexandru Iosup,7wwQ7twAAAAJ
Alexandru Nicolau,NOSCHOLARPAGE
Alexei A. Efros,d97bGd8AAAAJ
Alexei Drummond,qh4gZBMAAAAJ
Alexei J. Drummond,qh4gZBMAAAAJ
Alexei Lisitsa,S0VAEqUAAAAJ
Alexei P. Lisitsa,S0VAEqUAAAAJ
Alexei Sourin,8A7kHCYAAAAJ
Alexey Gotsman,NOSCHOLARPAGE
Alexey Onufriev,b7TXx40AAAAJ
Alexey Tumanov,7P-gZioAAAAJ
Alexia Briasouli,t7KC74oAAAAJ
Alexia Briassouli,t7KC74oAAAAJ
Alexis Battle,yPOT9K0AAAAJ
Alexis Hiniker,tY-tZTkAAAAJ
Alf Inge Wang,EObDw_AAAAAJ
Alf Weaver,0skgDnMAAAAJ
Alfons Kemper,5n3YivwAAAAJ
Alfonso Baños,VOrE_H0AAAAJ
Alfonso Baños Torrico,VOrE_H0AAAAJ
Alfonso Fuggetta,ZJXTUa8AAAAJ
Alfonso Pierantonio,JVTAEMMAAAAJ
Alfred C. Weaver,0skgDnMAAAAJ
Alfred Hero,NOSCHOLARPAGE
Alfred J. Menezes,hkJ7xKwAAAAJ
Alfred Kobsa,0nBysEcAAAAJ
Alfred Krzywicki,4CC8XrIAAAAJ
Alfred L. Brown,NOSCHOLARPAGE
Alfred M. Bruckstein,P1OaUP8AAAAJ
Alfred Marcel Bruckstein,P1OaUP8AAAAJ
Alfred Menezes,hkJ7xKwAAAAJ
Alfred O. Hero III,NOSCHOLARPAGE
Alfred Olivier Hero,NOSCHOLARPAGE
Alfred V. Aho,gb2r2ssAAAAJ
Alfredo De Santis,Wt7Y3-oAAAAJ
Alfredo Ferreira,YtEBFw0AAAAJ
Alfredo Goldman,Cgl09uMAAAAJ
Alfredo Goldman vel Lejbman,Cgl09uMAAAAJ
Alfredo Weitzenfeld,0QFPg3oAAAAJ
Alfredo Weitzenfeld Ridel,0QFPg3oAAAAJ
Ali A. Ghorbani,tMc1RhUAAAAJ
Ali A. Minai,Sm-_3WQAAAAJ
Ali A. Nazari Shirehjini,USZyRusAAAAJ
Ali Akbar Ghorbani,tMc1RhUAAAAJ
Ali Al-Ataby,o0C1omgAAAAJ
Ali Arya,Per9R0UAAAAJ
Ali Asghar Nazari Shirehjini,USZyRusAAAAJ
Ali Borji,7jTNT1IAAAAJ
Ali Chehab,pu2imbMAAAAJ
Ali Dehghantanha,r6Lj9FcAAAAJ
Ali Ebnenasir,qeaGCqAAAAAJ
Ali Ghodsi 0001,WXbhp_4AAAAJ
Ali Ghodsi Boushehri,WXbhp_4AAAAJ
Ali Ghrayeb,ieLdP8EAAAAJ
Ali Gökhan Yavuz,NOSCHOLARPAGE
Ali H. Dogru,NOSCHOLARPAGE
Ali H. Sayed,uDG9sXQAAAAJ
Ali Hikmet Dogru,NOSCHOLARPAGE
Ali Jannesari,YhWnhQEAAAAJ
Ali Jannesari Ladani,YhWnhQEAAAAJ
Ali Jaoua,rWJLBq8AAAAJ
Ali Javey,1gqyKqcAAAAJ
Ali José Mashtizadeh,djMOD-IAAAAJ
Ali M. Niknejad,urhvgT0AAAAJ
Ali Mehrizi-Sani,dxRTf9YAAAAJ
Ali Mesbah 0001,6CdatVEAAAAJ
Ali Mili,GPRauj0AAAAJ
Ali Miri,MUNTuIUAAAAJ
Ali Mohammad Afshin Hemmatyar,NOSCHOLARPAGE
Ali Movaghar,NOSCHOLARPAGE
Ali Movaghar-Rahimabadi,NOSCHOLARPAGE
Ali Niknejad,urhvgT0AAAAJ
Ali Orooji,NOSCHOLARPAGE
Ali Raza Butt,NOSCHOLARPAGE
Ali Reza Ejlali,H7G8s68AAAAJ
Ali Saberi,xcV_89kAAAAJ
Ali Salehson,NOSCHOLARPAGE
Ali Saman Tosun,MPRuFPsAAAAJ
Ali Shokoufandeh,YrsoRK0AAAAJ
Ali Taylan Cemgil,X3ZFZ7AAAAAJ
Ali Zilouchian,NOSCHOLARPAGE
Alice A. Miller,aqR9WqQAAAAJ
Alice H. Oh,KcB5NH4AAAAJ
Alice Haeyun Oh,KcB5NH4AAAAJ
Alice Hutchings,kITQ0T8AAAAJ
Alice Miller,aqR9WqQAAAAJ
Alice Oh,KcB5NH4AAAAJ
Alice Toniolo,BNdwyiUAAAAJ
Alin Albu-Schäffer,yP_zL3gAAAAJ
Alin Deutsch,2lZr6WsAAAAJ
Alin Dobra,smEOOBsAAAAJ
Alin Olimpiu Albu-Schäffer,yP_zL3gAAAAJ
Alina Ene,v1_kfR8AAAAJ
Alina Oprea,16J3izoAAAAJ
Alina Sirbu,o-G11bQAAAAJ
Aline Villavicencio,zbwPYqwAAAAJ
Alireza Ejlali,H7G8s68AAAAJ
Alireza Entezari,NOSCHOLARPAGE
Alireza Sadeghian,NOSCHOLARPAGE
Alireza Tamaddoni Nezhad,a8_fGh4AAAAJ
Alireza Tavakkoli,BEVcZZYAAAAJ
Alison Hill,35wY-0QAAAAJ
Alison Pease,6g0XkjAAAAAJ
Alistair Knott,_4c7Z18AAAAJ
Alistair Moffat,r3xSME0AAAAJ
Alistair P. Rendell,JhyqYp4AAAAJ
Alistair Sinclair,NOSCHOLARPAGE
Alkmini Sgouritsa,Mb_AoIgAAAAJ
Alla Sheffer,IgkGxLsAAAAJ
Allan Aasbjerg Nielsen,NOSCHOLARPAGE
Allan Borodin,VIFfuYgAAAAJ
Allan D. Jepson,mYVIS8QAAAAJ
Allan Gottlieb,NOSCHOLARPAGE
Allan Hanbury,_hR4cSAAAAAJ
Allan Peter Engsig-Karup,NOSCHOLARPAGE
Allan Ramsay,VIzhI7MAAAAJ
Allen D. Malony,SYBxenEAAAAJ
Allen Parrish,NOSCHOLARPAGE
Allen R. Tannenbaum,w0Vl_lsAAAAJ
Allen S. Parrish,NOSCHOLARPAGE
Allen Van Gelder,NOSCHOLARPAGE
Allison B. Lewko,NOSCHOLARPAGE
Allison Bishop,NOSCHOLARPAGE
Allison Bishop Lewko,NOSCHOLARPAGE
Alneu de Andrade Lopes,3ejEglwAAAAJ
Alois C. Knoll,NOSCHOLARPAGE
Alois Knoll,NOSCHOLARPAGE
Alois Zoitl,OG52DQ8AAAAJ
Alok N. Choudhary,q0nuNrEAAAAJ
Alon Efrat,QH90248AAAAJ
Alon Keinan,rS0EX5EAAAAJ
Alon Nilli,vOYl40wAAAAJ
Alona Fyshe,Vw8z7qwAAAAJ
Alonzo Kelly,W7yeGUoAAAAJ
Aloysius K. Mok,M6urChQAAAAJ
Aloysius Ka-Lau Mok,M6urChQAAAAJ
Alper Sen 0001,yfdctbkAAAAJ
Alper Üngör,8JZZclQAAAAJ
Alptekin Küpçü,lr806D4AAAAJ
Alva L. Couch,7oJoP0IAAAAJ
Alvaro A. A. Fernandes,49SnpokAAAAJ
Alvaro A. Cárdenas,zbubH9oAAAAJ
Alvaro Adolfo Antunes Fernandes,49SnpokAAAAJ
Alvaro Cardenas,zbubH9oAAAAJ
Alvin Cheung,NOSCHOLARPAGE
Alvin R. Lebeck,6s2hs3oAAAAJ
Alvin S. Lim,8yA8n4sAAAAJ
Alvin W. Y. Su,NOSCHOLARPAGE
Alvitta Ottley,yepPD_cAAAAJ
Alwen Fernanto Tiu,92pa9z8AAAAJ
Alwen Tiu,92pa9z8AAAAJ
Aly E. Fathy,D_b0_TYAAAAJ
Alyosha A. Efros,d97bGd8AAAAJ
Alysson Bessani,-mFXT_oAAAAJ
Alysson Neves Bessani,-mFXT_oAAAAJ
Alán Aspuru-Guzik,Ag_6KEgAAAAJ
Amal Ahmed,Y1C007wAAAAJ
Amal J. Ahmed,Y1C007wAAAAJ
Amali Weerasinghe,cW9YyJAAAAAJ
Aman Parnami,PI30hN8AAAAJ
Amanda Lazar,WrnEVwQAAAAJ
Amanda Lee Hughes,Sjbz8ngAAAAJ
Amanda Prorok,o7xMDgEAAAAJ
Amanda S. Barnard,lGtwfOQAAAAJ
Amarda Shehu,HkB_Gz0AAAAJ
Amarjeet Singh 0001,cZhWKd0AAAAJ
Amaury Habrard,oPemAuMAAAAJ
Ambedkar Dukkipati,NOSCHOLARPAGE
Amber Settle,eB03rP4AAAAJ
Ambuj K. Singh,NOSCHOLARPAGE
Ameet S. Talwalkar,TW7U1W0AAAAJ
Ameet Talwalkar,TW7U1W0AAAAJ
Amelia C. Regan,1xfwEBAAAAAJ
Amelia G. Nobile,ONLO21oAAAAJ
Amelia Regan,1xfwEBAAAAAJ
Amelie Chi Zhou,pR-IEhcAAAAJ
Amer Dawoud,2O9BsM0AAAAJ
Amer E. Mouawad,MK6WseUAAAAJ
Amey Bhangale,ygJHy5UAAAAJ
Amey Karkare,WPLq_rQAAAAJ
Ami Wiesel,X7bG7YYAAAAJ
Amiangshu Bosu,kIrGUa8AAAAJ
Amihai Motro,YPhI-YsAAAAJ
Amihood Amir,otHomQ8AAAAJ
Amin Alipour,hwlkAZYAAAAJ
Amin Karbasi,VusVB38AAAAJ
Amin M. Abbosh,B3nuBzwAAAAJ
Amin Sakzad,b8k6e8IAAAAJ
Amin Shokrollahi,ho_asq8AAAAJ
Amin Y. Noaman,btssDVcAAAAJ
Aminul Islam,GZWObWoAAAAJ
Amir Ali Ahmadi,CmoKVuUAAAAJ
Amir Averbuch,W5hdNOgAAAAJ
Amir Globerson,5JserkUAAAAJ
Amir H. Chinaei,NOSCHOLARPAGE
Amir H. Payberah,bw8NeMMAAAAJ
Amir Herzberg,p-POZjgAAAAJ
Amir Houman Sadr,cTTFHNwAAAAJ
Amir Houmansadr,cTTFHNwAAAAJ
Amir Nayyeri,i4dDFK8AAAAJ
Amir Rahmati,_Y_YRLAAAAAJ
Amir Roshan Zamir,RKjEFukAAAAJ
Amir Sadovnik,NOSCHOLARPAGE
Amir Salman Avestimehr,Qhe5ua0AAAAJ
Amir Shpilka,NOSCHOLARPAGE
Amir-Hossein Jahangir,1R13EcIAAAAJ
Amiram Yehudai,NOSCHOLARPAGE
Amirreza Masoumzadeh,Ld-xtdcAAAAJ
Amit A. Levy,r6-jCnUAAAAJ
Amit Awekar,xl5njIIAAAAJ
Amit Bermano,EPO5_f4AAAAJ
Amit Chakrabarti,LjP106QAAAAJ
Amit Chattopadhyay,sooauB0AAAAJ
Amit Daniely,jUtYwE0AAAAJ
Amit Dua,NOSCHOLARPAGE
Amit Dvir,S6wdYwIAAAAJ
Amit H. Bermano,EPO5_f4AAAAJ
Amit Jain,Pk-vgwEAAAAJ
Amit K. Roy-Chowdhury,hfgwx0oAAAAJ
Amit Kumar 0001,btq_vjcAAAAJ
Amit Levy,r6-jCnUAAAAJ
Amit P. Sheth,2T3H4ekAAAAJ
Amit Ranjan Trivedi,wlzmWLsAAAAJ
Amit Sahai,gqB23VMAAAAJ
Amit Sengupta,NOSCHOLARPAGE
Amit Zoran,NOSCHOLARPAGE
Amitabh Varshney,b053OdAAAAAJ
Amitabha Bagchi,U4g_OxEAAAAJ
Amitabha Mukerjee,6lD1AscAAAAJ
Amitabha Sanyal,NOSCHOLARPAGE
Amitava Datta,s5F1rbEAAAAJ
Amiya Nayak,ttUIYysAAAAJ
Amiya R. Nayak,ttUIYysAAAAJ
Amjad Hudaib,WezwTlcAAAAJ
Amjed Tahir,bEw-I00AAAAJ
Amlan Ganguly,tuWDm5kAAAAJ
Ammar Huneiti,NOSCHOLARPAGE
Ammar Nayfeh,skuHLHgAAAAJ
Amnir Hadachi,nJNX__cAAAAJ
Amnon Shashua,dwi5wvYAAAAJ
Amnon Ta-Shma,NOSCHOLARPAGE
Amol Dattatraya Mali,NOSCHOLARPAGE
Amol Deshpande,pOh1as0AAAAJ
Amos Azaria,sdfKs_sAAAAJ
Amos Fiat,0MzVIUsAAAAJ
Amos J. Storkey,3Rlc8EAAAAAJ
Amos Ron,xhaTxtcAAAAJ
Amotz Bar-Noy,MfLLOyMAAAAJ
Amotz Barnoy,MfLLOyMAAAAJ
Amr El Abbadi,tNmIw4MAAAAJ
Amr Magdy 0001,11CMsKsAAAAJ
Amr Magdy Ahmed,11CMsKsAAAAJ
Amr Mohamed,j8NhbUUAAAAJ
Amr Sabry,dYGSG4EAAAAJ
Amrita Chaturvedi,zoVJnasAAAAJ
Amro Awad,jDmd7AoAAAAJ
Amy Banic,hautN88AAAAJ
Amy Bruckman,IdWa_JkAAAAJ
Amy Catherine Ulinski,hautN88AAAAJ
Amy E. Ogan,I0ZGaCQAAAAJ
Amy Greenwald,aQCRuYQAAAAJ
Amy J. Ko,otmdDLoAAAAJ
Amy McGovern,y_4QsYAAAAAJ
Amy Ogan,I0ZGaCQAAAAJ
Amy P. Felty,NOSCHOLARPAGE
Amy S. Bruckman,IdWa_JkAAAAJ
Amy Ulinski Banic,hautN88AAAAJ
Amy Voida,J2FI8YoAAAAJ
Amy W. Apon,jN87wQ4AAAAJ
Amy X. Zhang,thZJZaYAAAAJ
Amélie Marian,hcqjUUQAAAAJ
An Wang,oiuMtQ4AAAAJ
An-I Andy Wang,QK-cRZ0AAAAJ
An-I Wang,QK-cRZ0AAAAJ
AnHai Doan,Qa_TAw4AAAAJ
Ana Almeida Matos,D6nVmPQAAAAJ
Ana Bove,TlzYOeYAAAAJ
Ana Busic,627OFsIAAAAJ
Ana C. V. de Melo,NOSCHOLARPAGE
Ana Cavalcanti,fu6TM4wAAAAJ
Ana Claudia Arias,LbYsy_QAAAAJ
Ana Cristina Bicharra Garcia,qN-wg74AAAAJ
Ana Cristina Vieira de Melo,NOSCHOLARPAGE
Ana Gualdina Almeida Matos,D6nVmPQAAAAJ
Ana L. C. Bazzan,NOSCHOLARPAGE
Ana Lúcia C. Bazzan,NOSCHOLARPAGE
Ana Lúcia Cetertich Bazzan,NOSCHOLARPAGE
Ana M. D. Moreira,uB4MBw4AAAAJ
Ana Maria Dinis Moreira,uB4MBw4AAAAJ
Ana Milanova,PsGxHG0AAAAJ
Ana Moreira 0001,uB4MBw4AAAAJ
Ana Paiva,dTG0kWAAAAAJ
Ana Paula Cláudio,q8mWLdoAAAAJ
Ana Paula Couto da Silva,XDMj6u8AAAAJ
Ana Regina Cavalcanti da Rocha,BzLsFoAAAAAJ
Ana Regina Rocha,BzLsFoAAAAAJ
Ana Serrano,-tzn_AsAAAAJ
Ana Sokolova,TqOx714AAAAJ
Ana T. Freitas,INpn7mMAAAAJ
Ana Teresa Freitas,INpn7mMAAAAJ
Anamika Dubey,y-3RPK0AAAAJ
Anand Bhojan,FDxsgEgAAAAJ
Anand Louis,PedG3PYAAAAJ
Anand R. Tripathi,vnR_Q4IAAAAJ
Anand Rangarajan 0001,6JEDxqcAAAAJ
Anand Seetharam,gA5qFUYAAAAJ
Anand Sivasubramaniam,JWXlepgAAAAJ
Anand Tripathi,vnR_Q4IAAAAJ
Ananda Mohan Mondal,NOSCHOLARPAGE
Ananda Mondal,NOSCHOLARPAGE
Anant Agarwal,qvYAEucAAAAJ
Anant Sahai,4gWt4fgAAAAJ
Ananth Grama,bpsZlEQAAAAJ
Ananth Kalyanaraman,NOSCHOLARPAGE
Ananth Y. Grama,bpsZlEQAAAAJ
Anantharaman Kalyanaraman,NOSCHOLARPAGE
Anarosa A. F. Brandão,0YlNxKgAAAAJ
Anarosa Alves Franco Brandão,0YlNxKgAAAAJ
Anarosa Brandão,0YlNxKgAAAAJ
Anas Mahmoud,t6_z3zYAAAAJ
Anastasia Ailamaki,YdrkeNwAAAAJ
Anastasios Kyrillidis,TEGzkZMAAAAJ
Anastasios Sidiropoulos,YR_MYrAAAAAJ
Anastasios Viglas,_yW1EmoAAAAJ
Anastassia Ailamaki,YdrkeNwAAAAJ
Anat Paskin,XcyQbAYAAAAJ
Anat Paskin-Cherniavsky,XcyQbAYAAAAJ
Anca D. Dragan,UgHB5oAAAAAJ
Anca L. Ralescu,eFiFA9cAAAAJ
Anca Ralescu,eFiFA9cAAAAJ
Anders Berglund,F9TIbzAAAAAJ
Anders Bjorholm Dahl,NOSCHOLARPAGE
Anders Bruun,X32A-C4AAAAJ
Anders Drachen,rOcL0NgAAAAJ
Anders Hast,Jffvy8AAAAAJ
Anders Møller,0b1Q-3cAAAAJ
Anders Nymark Christensen,NOSCHOLARPAGE
Anders Robertsson,YZNvXjAAAAAJ
Anders Stockmarr,NOSCHOLARPAGE
Anders Søgaard,x3I4CrYAAAAJ
Anders Tychsen,rOcL0NgAAAAJ
Anders Västberg,8FRcZh4AAAAJ
Anderson Maciel,GC-IHBoAAAAJ
Anderson Rocha,JX1fykMAAAAJ
Anderson de Rezende Rocha,JX1fykMAAAAJ
Andranik Mirzaian,NOSCHOLARPAGE
Andras Farago,NOSCHOLARPAGE
Andre Scedrov,F-kvxQoAAAAJ
Andrea Bianchi,wVDtZB0AAAAJ
Andrea Bonarini,WgxMfwMAAAAJ
Andrea Bunt,NoBlw7EAAAAJ
Andrea Burattin,NOSCHOLARPAGE
Andrea C. Arpaci-Dusseau,8VkvOEEAAAAJ
Andrea C. Dusseau,8VkvOEEAAAAJ
Andrea Cavallaro,KZmcljoAAAAJ
Andrea Corradini,_oy9y88AAAAJ
Andrea De Lucia,iyx0u6kAAAAJ
Andrea F. Abate,AwaMdEsAAAAJ
Andrea Francesco Abate,AwaMdEsAAAAJ
Andrea Grimes Parker,zh8E4voAAAAJ
Andrea Herrera,BvuaquwAAAAJ
Andrea Herrera Suescún,BvuaquwAAAAJ
Andrea Lockerd,jIs-Y2gAAAAJ
Andrea Lockerd Thomaz,jIs-Y2gAAAAJ
Andrea Maggiolo Schettini,NOSCHOLARPAGE
Andrea Marino,FUKaLzkAAAAJ
Andrea Thomaz,jIs-Y2gAAAAJ
Andrea Vandin,NOSCHOLARPAGE
Andreas Abel,diMIMosAAAAJ
Andreas Albrecht,NOSCHOLARPAGE
Andreas Alexander Albrecht,NOSCHOLARPAGE
Andreas Baum,NOSCHOLARPAGE
Andreas Bulling,QURZIzUAAAAJ
Andreas Butz,8_z5YpQAAAAJ
Andreas Dräger,Q2FPugYAAAAJ
Andreas Fell,rK8h_U4AAAAJ
Andreas G. Veneris,NOSCHOLARPAGE
Andreas Geiger,SrVnrPcAAAAJ
Andreas Haeberlen,kqPhodQAAAAJ
Andreas Hellander,NOSCHOLARPAGE
Andreas Henschel,jenl24IAAAAJ
Andreas Hotho,eWTzXFAAAAAJ
Andreas Karcher,NOSCHOLARPAGE
Andreas Klappenecker,QKzwvNgAAAAJ
Andreas Klöckner,n5dYy5sAAAAJ
Andreas Koch 0001,_AvdpMgAAAAJ
Andreas Krall,rOiruA4AAAAJ
Andreas Krause 0001,eDHv58AAAAAJ
Andreas Lanitis,LV7ud3IAAAAJ
Andreas Naderlinger,NOSCHOLARPAGE
Andreas Nüchter,0KilZDkAAAAJ
Andreas Nürnberger,LuMoBX0AAAAJ
Andreas Pavlogiannis,9QvqaqUAAAAJ
Andreas Peter Burg,Uf6DIFMAAAAJ
Andreas Podelski,UAF-ud8AAAAJ
Andreas Polze,NOSCHOLARPAGE
Andreas R. Pfenning,Q6VLB4gAAAAJ
Andreas Rauber,ZF9JHnUAAAAJ
Andreas S. Andreou,CqlJG_IAAAAJ
Andreas Savva,NOSCHOLARPAGE
Andreas Schilling 0001,0uEkSPQAAAAJ
Andreas Stafylopatis,NOSCHOLARPAGE
Andreas Stathopoulos,2M8BWDkAAAAJ
Andreas Stefik,o_SzoF0AAAAJ
Andreas Steininger,vcRJrxIAAAAJ
Andreas Uhl,NOSCHOLARPAGE
Andreas Vlachos,XjWnyM4AAAAJ
Andreas Vogelsang,knNRUtEAAAAJ
Andreas Weisshaar,NOSCHOLARPAGE
Andreas Wichert,yHp58QgAAAAJ
Andreas Willig,NOSCHOLARPAGE
Andreas Zell,u7w1MYcAAAAJ
Andreas Zeller,NOSCHOLARPAGE
Andreas-Georgios Stafylopatis,NOSCHOLARPAGE
Andrei A. Bulatov,81iwpTgAAAAJ
Andrei Bulatov,81iwpTgAAAAJ
Andrei C. Jalba,3ab6LGQAAAAJ
Andrei Jalba,3ab6LGQAAAAJ
Andrei Popescu 0001,nxOkXN0AAAAJ
Andrei Sabelfeld,dQge5-AAAAAJ
Andrej Bogdanov,NOSCHOLARPAGE
Andrej Risteski,NWPDSEsAAAAJ
Andrej Scedrov,F-kvxQoAAAAJ
Andres Faina,KxfaneoAAAAJ
Andres Martinez-Fernandez,T8fmqcAAAAAJ
Andrew A. Chien,zkqz0_0AAAAJ
Andrew B. Horner,NOSCHOLARPAGE
Andrew B. Kahng,zCO_h3cAAAAJ
Andrew C. Doxey,NOSCHOLARPAGE
Andrew C. Gordon,h-GK55oAAAAJ
Andrew C. Lee,NOSCHOLARPAGE
Andrew C. Myers,ovlpa_IAAAAJ
Andrew C. Rice,bxvOPw8AAAAJ
Andrew C. Robb,wkdrAV8AAAAJ
Andrew C. Simpson,rrydyHwAAAAJ
Andrew C. Yao,NOSCHOLARPAGE
Andrew Calway,zMXplXcAAAAJ
Andrew Chi-Chih Yao,NOSCHOLARPAGE
Andrew Colin Rice,bxvOPw8AAAAJ
Andrew D. Calway,zMXplXcAAAAJ
Andrew D. Ker,9fTPyU0AAAAJ
Andrew D. Richardson,GlGy7vgAAAAJ
Andrew David Ker,9fTPyU0AAAAJ
Andrew Dekker,JKSGdVIAAAAJ
Andrew Drucker,NOSCHOLARPAGE
Andrew E. Johnson,Bv6qOYsAAAAJ
Andrew Eckford,xmzuEo0AAAAJ
Andrew Gordon Wilson,twWX2LIAAAAJ
Andrew H. Fagg,bv_o8b0AAAAJ
Andrew H. Sung,UMf3YBMAAAAJ
Andrew Hamilton-Wright,nWoiQrQAAAAJ
Andrew Hopper,WBr_GXUAAAAJ
Andrew Ireland,LQpzXygAAAAJ
Andrew J. Davison,SNQFnBEAAAAJ
Andrew J. McAllister,d1yVDNgAAAAJ
Andrew J. Wellings,yPa4QrkAAAAJ
Andrew Klapper,nn3Fx0cAAAAJ
Andrew Lo,4M-iGXMAAAAJ
Andrew Lukefahr,tZ4fdX0AAAAJ
Andrew Luxton-Reilly,3nuHa7IAAAAJ
Andrew M. Childs,7MOW-j4AAAAJ
Andrew M. Pitts,J1wRn3oAAAAJ
Andrew Markham,g3JTO9EAAAAJ
Andrew Marx,BTNShlMAAAAJ
Andrew McCallum,yILa1y0AAAAJ
Andrew McGregor 0001,IpBjTKQAAAAJ
Andrew Meneely,LFxEgGoAAAAJ
Andrew Miller 0001,KWqO1CgAAAAJ
Andrew Nealen,YjpanIYAAAAJ
Andrew O'Fallon,NOSCHOLARPAGE
Andrew Owens,9hX-JksAAAAJ
Andrew P. Martin,Zz_xqwoAAAAJ
Andrew P. Paplinski,7JgfO08AAAAJ
Andrew P. Tolmach,NOSCHOLARPAGE
Andrew Pavlo,u1UDm4wAAAAJ
Andrew Philippides,ZKeV-aQAAAAJ
Andrew R. Post,AewpPAQAAAAJ
Andrew R. Runnalls,NOSCHOLARPAGE
Andrew Robb,wkdrAV8AAAAJ
Andrew Roth,5hPCABoAAAAJ
Andrew S. Grimshaw,T_O6pjEAAAAJ
Andrew S. Lan,ZYc-LuMAAAAJ
Andrew S. Miner,iCWiQi8AAAAJ
Andrew S. Tanenbaum,TvjaNqkAAAAJ
Andrew Simpson,rrydyHwAAAAJ
Andrew Sohn,NOSCHOLARPAGE
Andrew T. Campbell,rthco5oAAAAJ
Andrew T. Duchowski,J_oQ4-oAAAAJ
Andrew Taylor,bODP_fkAAAAJ
Andrew Tolmach,NOSCHOLARPAGE
Andrew Trotman,YiiS_hUAAAAJ
Andrew Turpin,lCZblDwAAAAJ
Andrew W. Appel,wC_ntLYAAAAJ
Andrew W. Moore 0002,lSWWr04AAAAJ
Andrew William Moore,lSWWr04AAAAJ
Andrey Bogdanov,NOSCHOLARPAGE
Andrey N. Chernikov,DJ-5kAcAAAAJ
Andri Ioannou,RT7cgC8AAAAJ
Andri Ioannou-Nicolaou,RT7cgC8AAAAJ
Andrian Marcus,ZZiaPdYAAAAJ
Andries van Dam,NOSCHOLARPAGE
Andriy Panchenko,NOSCHOLARPAGE
Andriy V. Miranskyy,NOSCHOLARPAGE
Andruid Kerne,TD6dCG0AAAAJ
Andrzej Filinski,Yh6akOEAAAAJ
Andrzej Janusz,QRGN2ywAAAAJ
Andrzej S. Murawski,HrYQlZwAAAAJ
Andrzej Szalas,6nuzxuYAAAAJ
Andrzej Tarlecki,G3omKXoAAAAJ
Andrzej Wasowski,GgpJrwMAAAAJ
Andrzej Wichert,yHp58QgAAAAJ
András Faragó,NOSCHOLARPAGE
André Berthiaume,NOSCHOLARPAGE
André C. Drummond,Z8Ve4aIAAAAJ
André C. Hora,2fwfYtQAAAAJ
André C. P. L. F. Carvalho,B3L9jQMAAAAJ
André C. P. L. F. de Carvalho,B3L9jQMAAAAJ
André Carlos Ponce Leon Ferreira de Carvalho,B3L9jQMAAAAJ
André Carlos Ponce de Leon Ferreira de Carvalho,B3L9jQMAAAAJ
André DeHon,nintPk8AAAAJ
André Fujita,R2gGcVYAAAAJ
André Grahl Pereira,uVd5njYAAAAJ
André Gustavo dos Santos,NOSCHOLARPAGE
André Inácio Reis,NOSCHOLARPAGE
André J. A. Unger,D0ix3KsAAAAJ
André Nies,NOSCHOLARPAGE
André Platzer,Y80iWtgAAAAJ
André Ricardo Backes,cLea7iUAAAAJ
André Santanchè,lnv8uOEAAAAJ
André Vasconcelos,mSzH4DQAAAAJ
André van der Hoek,h3L7zkoAAAAJ
Andréa W. Richa,1LUuMc8AAAAJ
Andrés A. Lucero,YdNEAwoAAAAJ
Andrés Bruhn,PtIe6OkAAAAJ
Andrés Lucero,YdNEAwoAAAAJ
Anduo Wang,G0TbvLAAAAAJ
Andy Carpenter,nLrJBLAAAAAJ
Andy Cobley,NOSCHOLARPAGE
Andy Cockburn,HzupDnMAAAAJ
Andy D. Perkins,NOSCHOLARPAGE
Andy Gill,yJaiqA8AAAAJ
Andy Hopper,WBr_GXUAAAAJ
Andy J. Wellings,yPa4QrkAAAAJ
Andy King,LuzPQ1UAAAAJ
Andy Mirzaian,NOSCHOLARPAGE
Andy Nealen,YjpanIYAAAAJ
Andy Pavlo,u1UDm4wAAAAJ
Andy Podgurski,CnkkNpsAAAAJ
Andy Song,sZ7dN0sAAAAJ
Andy Tanenbaum,TvjaNqkAAAAJ
Andy Zaidman,CDTfcG4AAAAJ
Andy van Dam,NOSCHOLARPAGE
Anelis Kaiser,NOSCHOLARPAGE
Ang Chen,8Y4dDxkAAAAJ
Angel X. Chang,8gfs8XIAAAAJ
Angel Xuan Chang,8gfs8XIAAAAJ
Angela Arapoyanni,NOSCHOLARPAGE
Angela Demke Brown,xicy8QcAAAAJ
Angela Finlayson,NOSCHOLARPAGE
Angela Guercio,NOSCHOLARPAGE
Angela K. Demke,xicy8QcAAAAJ
Angela Yao,-LJCZMMAAAAJ
Angelika Steger,Kzeoyq8AAAAJ
Angelo C. Morzenti,NOSCHOLARPAGE
